,Position,Driver,Car,Time / Gap,Laps
6,1,Nico Rosberg,Mercedes,1:49.385,19
44,2,Lewis Hamilton,Mercedes,+0.302s,23
3,3,Daniel Ricciardo,Red Bull Racing Renault,+0.751s,15
26,4,Daniil Kvyat,Red Bull Racing Renault,+1.014s,18
7,5,Kimi Räikkönen,Ferrari,+1.076s,23
27,6,Nico Hulkenberg,Force India Mercedes,+1.076s,21
8,7,Romain Grosjean,Lotus Mercedes,+1.104s,21
9,8,Marcus Ericsson,Sauber Ferrari,+1.324s,18
12,9,Felipe Nasr,Sauber Ferrari,+1.543s,24
5,10,Sebastian Vettel,Ferrari,+1.555s,23
11,11,Sergio Perez,Force India Mercedes,+1.586s,21
55,12,Carlos Sainz,STR Renault,+1.652s,24
33,13,Max Verstappen,STR Renault,+1.732s,25
77,14,Valtteri Bottas,Williams Mercedes,+1.865s,25
13,15,Pastor Maldonado,Lotus Mercedes,+1.932s,16
19,16,Felipe Massa,Williams Mercedes,+2.203s,26
22,17,Jenson Button,McLaren Honda,+2.469s,16
14,18,Fernando Alonso,McLaren Honda,+3.185s,14
28,19,Will Stevens,Marussia Ferrari,+4.680s,17
98,20,Roberto Merhi,Marussia Ferrari,+4.868s,14
